annee_numero_de_tirage;1er_ou_2eme_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;boule_6;boule_complementaire;combinaison_gagnante_en_ordre_croissant;numero_joker;nombre_de_gagnant_au_rang1;rapport_du_rang1;nombre_de_gagnant_au_rang2;rapport_du_rang2;nombre_de_gagnant_au_rang3;rapport_du_rang3;nombre_de_gagnant_au_rang4;rapport_du_rang4;nombre_de_gagnant_au_rang5;rapport_du_rang5;nombre_de_gagnant_au_rang6;rapport_du_rang6;nombre_de_gagnant_au_rang7;rapport_du_rang7;numero_jokerplus;devise;
1996018;2;ME;19960501;19960701;18;17;31;13;14;37;11;13-14-17-18-31-37;;2;2834955;14;86610;572;7350;39129;114;731474;8;0;0;0;0;;frf;
1996018;1;ME;19960501;19960701;30;12;9;16;49;42;32;9-12-16-30-42-49;;5;507375;13;100875;980;4735;48893;99;872673;8;0;0;0;0;;frf;
1996017;2;SA;19960427;19960626;30;29;38;48;5;19;17;5-19-29-30-38-48;;1;18680085;9;96625;298;9925;21350;179;442873;17;0;0;0;0;;frf;
1996017;1;SA;19960427;19960626;8;15;22;23;26;17;48;8-15-17-22-23-26;;1;9305855;14;64255;680;4605;34423;114;604050;13;0;0;0;0;;frf;
1996017;2;ME;19960424;19960624;11;46;45;32;2;42;16;2-11-32-42-45-46;;1;6052785;10;127570;337;13125;26052;183;598049;11;0;0;0;0;;frf;
1996017;1;ME;19960424;19960624;20;5;18;48;17;19;33;5-17-18-19-20-48;;1;2706105;16;87730;598;8115;41221;125;820587;9;0;0;0;0;;frf;
1996016;2;SA;19960420;19960619;4;48;31;10;35;29;49;4-10-29-31-35-48;;1;30211435;4;234550;443;7510;24043;177;471472;18;0;0;0;0;;frf;
1996016;1;SA;19960420;19960619;2;12;43;47;45;6;42;2-6-12-43-45-47;;4;2588735;4;241405;626;5540;31409;140;610109;14;0;0;0;0;;frf;
1996016;2;ME;19960417;19960617;11;41;39;28;38;8;32;8-11-28-38-39-41;;0;0;6;209215;445;10005;29954;160;619402;11;0;0;0;0;;frf;
1996016;1;ME;19960417;19960617;12;18;13;31;1;42;7;1-12-13-18-31-42;;3;902635;39;36160;817;6010;52069;99;962903;7;0;0;0;0;;frf;
1996015;2;SA;19960413;19960612;34;44;36;46;12;30;45;12-30-34-36-44-46;;1;18818305;6;143340;262;11340;18372;210;399980;19;0;0;0;0;;frf;
1996015;1;SA;19960413;19960612;47;5;31;38;39;30;22;5-30-31-38-39-47;;0;0;6;147760;208;14665;14941;266;349022;22;0;0;0;0;;frf;
1996015;2;ME;19960410;19960610;42;28;17;4;1;6;35;1-4-6-17-28-42;;2;2984240;32;40025;900;5000;47575;99;845502;8;0;0;0;0;;frf;
1996015;1;ME;19960410;19960610;31;49;26;15;11;6;44;6-11-15-26-31-49;;6;445035;22;63030;994;4915;49168;104;869004;8;0;0;0;0;;frf;
1996014;2;SA;19960406;19960605;42;47;19;4;8;17;40;4-8-17-19-42-47;;3;6311910;6;144215;942;3265;37275;104;582184;13;0;0;0;0;;frf;
1996014;1;SA;19960406;19960605;22;49;35;1;13;10;21;1-10-13-22-35-49;;8;1178670;11;82790;1103;2875;45497;88;674865;11;0;0;0;0;;frf;
1996014;2;ME;19960403;19960603;8;7;5;39;38;16;43;5-7-8-16-38-39;;1;6142070;12;108680;570;7970;40297;120;838143;8;0;0;0;0;;frf;
1996014;1;ME;19960403;19960603;7;20;34;25;26;8;3;7-8-20-25-26-34;;2;1373200;22;64820;614;8025;42205;124;879714;8;0;0;0;0;;frf;
1996013;2;SA;19960330;19960529;49;34;17;18;44;42;21;17-18-34-42-44-49;;1;19234440;3;287555;272;11170;18767;210;420860;18;0;0;0;0;;frf;
1996013;1;SA;19960330;19960529;46;15;30;43;22;1;37;1-15-22-30-43-46;;4;2394765;25;37145;534;5985;25189;161;449586;18;0;0;0;0;;frf;
1996013;2;ME;19960327;19960528;39;49;33;23;9;17;20;9-17-23-33-39-49;;5;4297235;11;128045;644;7690;39574;133;792905;9;0;0;0;0;;frf;
1996013;1;ME;19960327;19960528;28;2;18;47;32;26;13;2-18-26-28-32-47;;1;3038185;24;65725;745;7335;43599;133;819116;10;0;0;0;0;;frf;
1996012;2;SA;19960323;19960522;5;21;18;29;42;9;28;5-9-18-21-29-42;;1;30921140;6;161740;616;5595;36503;119;647874;13;0;0;0;0;;frf;
1996012;1;SA;19960323;19960522;4;41;15;47;35;38;20;4-15-35-38-41-47;;1;10594635;9;112635;382;9120;22482;200;447521;20;0;0;0;0;;frf;
1996012;2;ME;19960320;19960520;46;11;26;6;32;2;25;2-6-11-26-32-46;;0;0;22;59335;926;4965;46145;104;785489;8;0;0;0;0;;frf;
1996012;1;ME;19960320;19960520;44;43;46;23;28;12;35;12-23-28-43-44-46;;0;0;18;78580;555;8785;36986;141;757574;10;0;0;0;0;;frf;
1996011;2;SA;19960316;19960515;44;34;26;48;3;18;21;3-18-26-34-44-48;;2;9626820;31;29110;499;6205;25692;153;450819;17;0;0;0;0;;frf;
1996011;1;SA;19960316;19960515;29;23;28;39;24;41;38;23-24-28-29-39-41;;0;0;9;102475;218;14325;15712;259;367208;22;0;0;0;0;;frf;
1996011;2;ME;19960313;19960513;38;12;15;47;44;7;46;7-12-15-38-44-47;;1;6276965;19;70730;1028;4605;51303;96;899757;8;0;0;0;0;;frf;
1996011;1;ME;19960313;19960513;36;10;16;20;48;23;47;10-16-20-23-36-48;;1;2805590;10;142730;751;6740;43195;124;774402;10;0;0;0;0;;frf;
1996010;2;SA;19960309;19960509;19;32;24;1;49;22;44;1-19-22-24-32-49;;1;19486615;14;64935;407;7640;27289;146;538686;14;0;0;0;0;;frf;
1996010;1;SA;19960309;19960509;11;4;30;22;12;2;40;2-4-11-12-22-30;;6;1617765;11;85220;981;3330;47353;87;716857;11;0;0;0;0;;frf;
1996010;2;ME;19960306;19960506;14;15;36;29;39;18;46;14-15-18-29-36-39;;2;3115025;5;257060;612;7545;35708;138;671149;10;0;0;0;0;;frf;
1996010;1;ME;19960306;19960506;37;26;46;21;8;48;10;8-21-26-37-46-48;;0;0;12;118990;641;7800;38374;139;722115;10;0;0;0;0;;frf;
1996009;2;SA;19960302;19960502;20;41;31;42;13;23;49;13-20-23-31-41-42;;1;42834080;12;92925;421;9025;25453;192;530623;18;0;0;0;0;;frf;
1996009;1;SA;19960302;19960502;12;4;21;39;31;46;14;4-12-21-31-39-46;;2;5938585;8;140685;462;8475;28299;178;572036;17;0;0;0;0;;frf;
1996009;2;ME;19960228;19960429;32;8;15;5;9;29;42;5-8-9-15-29-32;;4;1543405;16;82570;865;5365;49064;99;894077;7;0;0;0;0;;frf;
1996009;1;ME;19960228;19960429;13;24;31;23;17;46;39;13-17-23-24-31-46;;5;551845;23;62300;801;6235;48506;109;878382;8;0;0;0;0;;frf;
1996008;2;SA;19960224;19960424;33;12;49;4;18;39;6;4-12-18-33-39-49;;0;0;17;51980;482;6310;25395;152;488408;15;0;0;0;0;;frf;
1996008;1;SA;19960224;19960424;13;1;8;2;23;16;22;1-2-8-13-16-23;;2;4715575;24;38085;955;3325;45208;88;714629;11;0;0;0;0;;frf;
1996008;2;ME;19960221;19960422;40;21;32;18;4;12;43;4-12-18-21-32-40;;3;2019985;26;49955;841;5410;43518;110;777886;8;0;0;0;0;;frf;
1996008;1;ME;19960221;19960422;43;9;48;30;46;27;4;9-27-30-43-46-48;;0;0;18;78140;559;8675;34204;152;701128;10;0;0;0;0;;frf;
1996007;2;SA;19960217;19960417;9;35;18;6;8;17;16;6-8-9-17-18-35;;5;3905695;18;50665;723;4390;36030;111;644150;12;0;0;0;0;;frf;
1996007;1;SA;19960217;19960417;21;32;27;47;2;34;8;2-21-27-32-34-47;;1;9727925;18;52290;397;8085;23141;178;447910;18;0;0;0;0;;frf;
1996007;2;ME;19960214;19960415;37;30;13;35;36;45;49;13-30-35-36-37-45;;1;6480305;4;332855;387;12260;30973;165;686846;10;0;0;0;0;;frf;
1996007;1;ME;19960214;19960415;1;41;13;14;10;6;21;1-6-10-13-14-41;;3;964390;27;55675;1273;4155;68164;81;1123088;7;0;0;0;0;;frf;
1996006;2;SA;19960210;19960410;28;23;26;49;29;6;33;6-23-26-28-29-49;;6;3300015;9;102110;535;5960;28527;142;532748;15;0;0;0;0;;frf;
1996006;1;SA;19960210;19960410;17;21;15;3;6;12;43;3-6-12-15-17-21;;4;2465750;21;45475;1514;2190;53021;79;758067;11;0;0;0;0;;frf;
1996006;2;ME;19960207;19960409;10;32;16;36;39;17;23;10-16-17-32-36-39;;2;3151475;12;111350;517;8985;31312;159;633646;11;0;0;0;0;;frf;
1996006;1;ME;19960207;19960409;9;37;43;1;20;30;22;1-9-20-30-37-43;;1;2820555;14;103975;583;8655;36148;149;745848;10;0;0;0;0;;frf;
1996005;2;SA;19960203;19960403;43;34;12;9;42;6;14;6-9-12-34-42-43;;3;6681040;8;115550;589;5500;33438;122;604385;13;0;0;0;0;;frf;
1996005;1;SA;19960203;19960403;45;37;24;27;20;5;8;5-20-24-27-37-45;;2;4992245;8;119100;523;6355;29124;145;541032;15;0;0;0;0;;frf;
1996005;2;ME;19960131;19960401;12;47;37;20;42;40;4;12-20-37-40-42-47;;1;6414695;10;134900;527;8975;31434;161;659403;11;0;0;0;0;;frf;
1996005;1;ME;19960131;19960401;7;6;12;17;34;44;39;6-7-12-17-34-44;;3;955665;13;113320;904;5760;52942;103;1010653;7;0;0;0;0;;frf;
1996004;2;SA;19960127;19960327;38;41;45;47;44;22;28;22-38-41-44-45-47;;3;6802265;8;117555;458;7130;27957;149;465885;17;0;0;0;0;;frf;
1996004;1;SA;19960127;19960327;19;40;2;24;27;33;21;2-19-24-27-33-40;;3;3388440;12;81820;547;6195;29959;144;565026;15;0;0;0;0;;frf;
1996004;2;ME;19960124;19960325;13;31;10;28;34;19;29;10-13-19-28-31-34;;1;6462485;13;105725;1024;4760;52288;97;905119;8;0;0;0;0;;frf;
1996004;1;ME;19960124;19960325;6;4;32;47;45;26;16;4-6-26-32-45-47;;1;2888205;16;93620;635;8155;39833;139;778380;10;0;0;0;0;;frf;
1996003;2;SA;19960120;19960320;30;10;36;26;17;4;39;4-10-17-26-30-36;;1;21140810;9;108655;462;7310;28531;151;543512;15;0;0;0;0;;frf;
1996003;1;SA;19960120;19960320;13;48;28;45;21;12;36;12-13-21-28-45-48;;3;3511560;11;92470;507;6895;32783;136;627896;14;0;0;0;0;;frf;
1996003;2;ME;19960117;19960318;32;20;7;13;18;1;26;1-7-13-18-20-32;;7;955060;42;34225;1348;3740;67389;78;1078191;7;0;0;0;0;;frf;
1996003;1;ME;19960117;19960318;48;25;15;46;4;2;5;2-4-15-25-46-48;;2;1492525;16;96670;727;7385;40341;142;798544;10;0;0;0;0;;frf;
1996002;2;SA;19960113;19960313;36;11;23;26;46;8;21;8-11-23-26-36-46;;7;3177415;11;94220;649;5540;32590;140;590290;15;0;0;0;0;;frf;
1996002;1;SA;19960113;19960313;28;35;2;45;26;33;36;2-26-28-33-35-45;;2;5539515;5;207385;374;9725;24950;188;513040;18;0;0;0;0;;frf;
1996002;2;ME;19960110;19960311;43;1;34;35;32;6;44;1-6-32-34-35-43;;3;2281025;5;282050;513;9820;30035;180;668148;11;0;0;0;0;;frf;
1996002;1;ME;19960110;19960311;5;8;16;4;46;41;43;4-5-8-16-41-46;;6;509005;13;120370;665;8230;43940;133;893044;9;0;0;0;0;;frf;
1996001;2;SA;19960106;19960306;21;14;26;9;38;22;35;9-14-21-22-26-38;;2;11486305;18;59570;786;4750;39604;119;676350;13;0;0;0;0;;frf;
1996001;1;SA;19960106;19960306;16;44;36;13;27;42;39;13-16-27-36-42-44;;3;3812565;23;48135;750;5125;38282;126;667460;14;0;0;0;0;;frf;
1996001;2;ME;19960103;19960304;14;21;8;19;30;25;7;8-14-19-21-25-30;;3;2220235;43;33320;1241;4050;57239;92;942127;8;0;0;0;0;;frf;
1996001;1;ME;19960103;19960304;17;34;16;37;11;14;27;11-14-16-17-34-37;;4;742935;22;70120;1105;4920;46933;121;842628;9;0;0;0;0;;frf;
1995052;2;SA;19951230;19960228;48;23;16;40;25;46;4;16-23-25-40-46-48;;4;12725000;24;73730;692;8715;42179;184;836048;18;0;0;0;0;;frf;
1995052;1;SA;19951230;19960228;35;7;3;22;6;49;18;3-6-7-22-35-49;;8;2351480;41;44430;1329;4765;71277;112;1270106;12;0;0;0;0;;frf;
1995052;2;ME;19951227;19960226;37;42;10;41;43;19;46;10-19-37-41-42-43;;2;3379840;4;347110;379;13045;31887;167;689644;11;0;0;0;0;;frf;
1995052;1;ME;19951227;19960226;47;30;33;40;2;8;15;2-8-30-33-40-47;;1;3015360;21;74520;483;11100;31556;183;698382;12;0;0;0;0;;frf;
1995051;2;SA;19951223;19960221;45;42;36;32;39;23;38;23-32-36-39-42-45;;4;12727525;27;63850;892;6645;46194;164;838561;18;0;0;0;0;;frf;
1995051;1;SA;19951223;19960221;25;22;27;38;2;29;34;2-22-25-27-29-38;;1;18329675;27;65620;921;6615;52829;147;970532;15;0;0;0;0;;frf;
1995051;2;ME;19951220;19960219;4;15;43;10;21;25;35;4-10-15-21-25-43;;2;7919895;21;73115;879;6100;51172;110;909130;9;0;0;0;0;;frf;
1995051;1;ME;19951220;19960219;12;8;38;22;45;36;33;8-12-22-36-38-45;;2;1595330;20;82765;1013;5725;54144;113;1018640;8;0;0;0;0;;frf;
1995050;2;SA;19951216;19960214;14;36;32;8;18;23;29;8-14-18-23-32-36;;2;17841765;14;80420;1048;3745;44343;111;674617;14;0;0;0;0;;frf;
1995050;1;SA;19951216;19960214;8;37;28;31;22;11;15;8-11-22-28-31-37;;3;4002175;34;34250;620;6445;34326;148;659526;15;0;0;0;0;;frf;
1995050;2;ME;19951213;19960212;41;13;39;14;47;31;12;13-14-31-39-41-47;;0;0;13;109065;483;10160;31626;167;665903;11;0;0;0;0;;frf;
1995050;1;ME;19951213;19960212;41;22;32;18;4;42;27;4-18-22-32-41-42;;3;995025;12;127145;493;10775;34078;168;715411;11;0;0;0;0;;frf;
1995049;2;SA;19951209;19960207;13;44;22;46;3;38;27;3-13-22-38-44-46;;1;21111840;20;49290;566;6005;31983;135;571539;15;0;0;0;0;;frf;
1995049;1;SA;19951209;19960207;49;20;12;42;28;23;40;12-20-23-28-42-49;;0;0;11;92385;444;7830;28521;156;583170;15;0;0;0;0;;frf;
1995049;2;ME;19951206;19960205;48;43;37;22;20;26;41;20-22-26-37-43-48;;3;2223660;18;79320;621;7950;35935;146;674580;11;0;0;0;0;;frf;
1995049;1;ME;19951206;19960205;27;36;33;15;29;31;4;15-27-29-31-33-36;;8;372675;20;77355;1376;3960;47899;119;810340;10;0;0;0;0;;frf;
1995048;2;SA;19951202;19960131;11;49;34;28;24;43;1;11-24-28-34-43-49;;1;69378690;14;98080;578;8135;33833;178;686501;17;0;0;0;0;;frf;
1995048;1;SA;19951202;19960131;25;2;4;22;5;14;45;2-4-5-14-22-25;;6;2441155;22;64355;1411;3495;64750;96;1052272;11;0;0;0;0;;frf;
1995048;2;ME;19951129;19960129;32;35;20;29;8;42;12;8-20-29-32-35-42;;1;6234950;21;63520;400;11410;27987;176;581921;12;0;0;0;0;;frf;
1995048;1;ME;19951129;19960129;44;30;37;31;45;6;3;6-30-31-37-44-45;;2;1396960;6;233430;364;13590;26837;199;614861;12;0;0;0;0;;frf;
1995047;2;SA;19951125;19960124;38;27;49;6;2;47;3;2-6-27-38-47-49;;0;0;15;65670;504;6715;28444;152;546163;15;0;0;0;0;;frf;
1995047;1;SA;19951125;19960124;2;4;40;17;7;14;5;2-4-7-14-17-40;;5;2102070;36;28360;910;3885;42482;105;714966;12;0;0;0;0;;frf;
1995047;2;ME;19951122;19960122;25;27;42;4;39;24;7;4-24-25-27-39-42;;1;6230400;24;55565;500;9170;32940;149;690878;10;0;0;0;0;;frf;
1995047;1;ME;19951122;19960122;15;28;5;36;30;45;14;5-15-28-30-36-45;;8;349060;13;110510;931;5460;43785;122;801412;9;0;0;0;0;;frf;
1995046;2;SA;19951118;19960117;12;28;39;29;11;20;45;11-12-20-28-29-39;;0;0;3;280675;308;9655;19008;202;425532;18;0;0;0;0;;frf;
1995046;1;SA;19951118;19960117;16;34;22;39;8;1;11;1-8-16-22-34-39;;7;1338410;16;56635;586;5365;25925;153;460562;17;0;0;0;0;;frf;
1995046;2;ME;19951115;19960115;45;25;1;16;37;42;47;1-16-25-37-42-45;;5;1287020;10;135200;694;6890;36471;139;698053;10;0;0;0;0;;frf;
1995046;1;ME;19951115;19960115;18;19;36;20;25;14;46;14-18-19-20-25-36;;1;2881755;14;106115;767;6780;47786;115;910132;8;0;0;0;0;;frf;
1995045;2;SA;19951111;19960110;5;20;7;4;22;9;35;4-5-7-9-20-22;;10;1793660;9;92810;1765;1650;59668;61;782983;9;0;0;0;0;;frf;
1995045;1;SA;19951111;19960110;27;32;12;15;20;35;2;12-15-20-27-32-35;;22;406800;10;86425;828;3640;28830;131;481656;15;0;0;0;0;;frf;
1995045;2;ME;19951108;19960108;40;6;38;45;28;9;14;6-9-28-38-40-45;;1;15510185;20;71060;581;8440;39082;134;778334;9;0;0;0;0;;frf;
1995045;1;ME;19951108;19960108;16;35;38;47;28;40;8;16-28-35-38-40-47;;2;1482575;9;166695;543;9740;36879;154;702328;11;0;0;0;0;;frf;
1995044;2;SA;19951104;19960103;2;5;42;25;9;19;45;2-5-9-19-25-42;;9;2136475;34;26515;1390;2245;53875;73;727011;10;0;0;0;0;;frf;
1995044;1;SA;19951104;19960103;38;23;7;43;48;13;4;7-13-23-38-43-48;;4;2397945;17;54580;748;4315;36652;111;612329;13;0;0;0;0;;frf;
1995044;2;ME;19951101;19960102;3;15;24;37;23;40;16;3-15-23-24-37-40;;0;0;4;301590;579;7510;32409;143;644623;10;0;0;0;0;;frf;
1995044;1;ME;19951101;19960102;21;40;6;33;13;39;25;6-13-21-33-39-40;;5;526710;36;38085;957;5030;45885;110;779042;9;0;0;0;0;;frf;
1995043;2;SA;19951028;19951227;3;45;35;48;33;32;1;3-32-33-35-45-48;;1;19424415;1;837530;215;14190;15398;258;359559;22;0;0;0;0;;frf;
1995043;1;SA;19951028;19951227;9;29;40;16;1;46;25;1-9-16-29-40-46;;3;3229875;10;93550;371;8605;25052;164;477259;17;0;0;0;0;;frf;
1995043;2;ME;19951025;19951226;48;29;41;39;15;9;47;9-15-29-39-41-48;;2;3192175;7;189410;397;11765;29389;171;604723;12;0;0;0;0;;frf;
1995043;1;ME;19951025;19951226;2;12;33;6;24;18;30;2-6-12-18-24-33;;13;219980;73;20510;1951;2680;84996;64;1146294;6;0;0;0;0;;frf;
1995042;2;SA;19951021;19951220;12;37;4;24;1;6;13;1-4-6-12-24-37;;4;4940830;28;33030;1040;3085;50177;80;750691;10;0;0;0;0;;frf;
1995042;1;SA;19951021;19951220;44;34;21;45;6;3;37;3-6-21-34-44-45;;2;4930110;9;105190;340;9525;21606;193;468341;17;0;0;0;0;;frf;
1995042;2;ME;19951018;19951218;33;39;3;24;38;35;32;3-24-33-35-38-39;;1;6462950;11;123910;401;11795;30307;168;623464;11;0;0;0;0;;frf;
1995042;1;ME;19951018;19951218;3;8;22;23;31;2;12;2-3-8-22-23-31;;4;723375;30;50135;720;7235;47410;117;888152;9;0;0;0;0;;frf;
1995041;2;SA;19951014;19951213;21;25;38;5;16;30;40;5-16-21-25-30-38;;1;44783640;9;129630;537;7560;32721;159;630690;16;0;0;0;0;;frf;
1995041;1;SA;19951014;19951213;16;31;49;41;44;21;18;16-21-31-41-44-49;;2;6341220;10;120945;518;8080;25376;212;507289;21;0;0;0;0;;frf;
1995041;2;ME;19951011;19951211;32;23;19;24;10;12;1;10-12-19-23-24-32;;3;2121535;21;64840;873;5470;54085;93;970244;7;0;0;0;0;;frf;
1995041;1;ME;19951011;19951211;24;9;41;21;10;4;13;4-9-10-21-24-41;;3;950535;34;43630;910;5695;54550;100;965509;8;0;0;0;0;;frf;
1995040;2;SA;19951007;19951206;3;49;31;41;15;17;30;3-15-17-31-41-49;;0;0;7;126885;379;8125;20143;196;420039;18;0;0;0;0;;frf;
1995040;1;SA;19951007;19951206;6;10;15;24;4;7;47;4-6-7-10-15-24;;8;1206325;33;28410;1598;2030;64099;63;866447;9;0;0;0;0;;frf;
1995040;2;ME;19951004;19951204;9;43;17;45;25;47;14;9-17-25-43-45-47;;1;6377940;26;52530;1046;4595;47585;105;815603;8;0;0;0;0;;frf;
1995040;1;ME;19951004;19951204;35;6;29;31;12;48;28;6-12-29-31-35-48;;8;357120;23;64500;1069;4890;46333;118;805284;9;0;0;0;0;;frf;
1995039;2;SA;19950930;19951129;32;5;12;18;49;25;35;5-12-18-25-32-49;;7;5876125;24;43135;1195;3010;44306;102;706944;12;0;0;0;0;;frf;
1995039;1;SA;19950930;19951129;22;32;13;31;14;28;26;13-14-22-28-31-32;;2;5511570;10;105805;500;7300;28466;164;595541;15;0;0;0;0;;frf;
1995039;2;ME;19950927;19951127;27;22;20;40;42;6;15;6-20-22-27-40-42;;1;15544155;24;58425;698;6970;39115;132;753571;9;0;0;0;0;;frf;
1995039;1;ME;19950927;19951127;37;29;33;16;41;31;2;16-29-31-33-37-41;;1;2926560;23;66065;788;6705;39906;140;700402;11;0;0;0;0;;frf;
1995038;2;SA;19950923;19951122;27;43;49;44;18;38;7;18-27-38-43-44-49;;0;0;11;80430;336;8970;22577;172;451795;17;0;0;0;0;;frf;
1995038;1;SA;19950923;19951122;14;19;47;2;40;31;20;2-14-19-31-40-47;;3;3158405;11;83195;414;7570;23229;173;442670;18;0;0;0;0;;frf;
1995038;2;ME;19950920;19951120;12;46;22;7;40;43;18;7-12-22-40-43-46;;1;6346775;18;75405;712;6635;42058;119;813175;8;0;0;0;0;;frf;
1995038;1;ME;19950920;19951120;6;32;30;42;41;46;10;6-30-32-41-42-46;;0;0;4;353495;301;16665;25079;217;565299;14;0;0;0;0;;frf;
1995037;2;SA;19950916;19951115;42;7;29;44;17;22;2;7-17-22-29-42-44;;1;32174175;13;78005;755;4680;36041;123;626152;14;0;0;0;0;;frf;
1995037;1;SA;19950916;19951115;23;4;15;29;13;18;6;4-13-15-18-23-29;;2;5414495;20;52385;708;5140;36211;127;659790;13;0;0;0;0;;frf;
1995037;2;ME;19950913;19951113;11;6;25;13;46;32;31;6-11-13-25-32-46;;5;1261020;24;56235;1375;3455;56995;87;902047;8;0;0;0;0;;frf;
1995037;1;ME;19950913;19951113;17;14;35;5;41;1;32;1-5-14-17-35-41;;1;2824870;24;61130;797;6410;44427;122;828506;9;0;0;0;0;;frf;
1995036;2;SA;19950909;19951108;22;23;35;39;38;4;19;4-22-23-35-38-39;;1;39318705;4;235330;293;11265;19942;215;432097;19;0;0;0;0;;frf;
1995036;1;SA;19950909;19951108;15;14;39;9;34;32;45;9-14-15-32-34-39;;0;0;6;163480;264;12860;21250;208;475442;18;0;0;0;0;;frf;
1995036;2;ME;19950906;19951106;23;3;24;25;4;44;18;3-4-23-24-25-44;;2;3091500;9;143920;688;6685;34896;140;717265;9;0;0;0;0;;frf;
1995036;1;ME;19950906;19951106;16;7;42;26;43;31;18;7-16-26-31-42-43;;4;692930;21;68520;651;7650;39662;134;782831;9;0;0;0;0;;frf;
1995035;2;SA;19950902;19951102;43;16;23;41;33;39;35;16-23-33-39-41-43;;0;0;4;207880;336;8710;16693;226;343603;21;0;0;0;0;;frf;
1995035;1;SA;19950902;19951102;48;46;14;10;36;1;21;1-10-14-36-46-48;;2;4593420;17;52285;389;7805;22984;169;445940;17;0;0;0;0;;frf;
1995035;2;ME;19950830;19951030;20;38;37;26;2;14;47;2-14-20-26-37-38;;1;6118080;11;117530;761;6005;35515;136;639045;10;0;0;0;0;;frf;
1995035;1;ME;19950830;19951030;19;33;40;47;36;7;4;7-19-33-36-40-47;;3;913970;17;83675;773;6415;44568;118;822631;9;0;0;0;0;;frf;
1995034;2;SA;19950826;19951025;7;6;21;27;44;9;5;6-7-9-21-27-44;;3;10183305;39;24875;840;3995;46914;90;771706;10;0;0;0;0;;frf;
1995034;1;SA;19950826;19951025;10;36;1;18;27;12;30;1-10-12-18-27-36;;5;2058165;24;41535;931;3720;45295;96;740585;11;0;0;0;0;;frf;
1995034;2;ME;19950823;19951023;35;14;3;7;24;31;12;3-7-14-24-31-35;;4;1482515;37;34390;854;5220;48474;96;865671;7;0;0;0;0;;frf;
1995034;1;ME;19950823;19951023;17;37;46;33;16;42;30;16-17-33-37-42-46;;1;2659655;11;123730;541;8795;31529;161;631926;11;0;0;0;0;;frf;
1995033;2;SA;19950819;19951018;1;24;11;21;27;39;18;1-11-21-24-27-39;;2;8887785;9;91980;379;7485;23025;158;458894;15;0;0;0;0;;frf;
1995033;1;SA;19950819;19951018;48;1;21;35;46;30;13;1-21-30-35-46-48;;0;0;12;71425;188;15345;14600;258;335868;22;0;0;0;0;;frf;
1995033;2;ME;19950816;19951016;13;26;24;47;39;31;43;13-24-26-31-39-47;;2;2873070;35;35215;1010;4285;39136;116;674741;9;0;0;0;0;;frf;
1995033;1;ME;19950816;19951016;37;10;7;14;48;42;25;7-10-14-37-42-48;;1;2577640;33;40650;924;5095;46740;105;843173;8;0;0;0;0;;frf;
1995032;2;SA;19950812;19951011;38;19;5;39;32;14;37;5-14-19-32-38-39;;1;48018160;5;200615;427;8270;26372;172;538486;16;0;0;0;0;;frf;
1995032;1;SA;19950812;19951011;23;40;42;13;41;6;31;6-13-23-40-41-42;;1;11035845;11;96770;438;8310;24875;188;549822;16;0;0;0;0;;frf;
1995032;2;ME;19950809;19951009;44;22;24;18;15;48;21;15-18-22-24-44-48;;1;5943940;9;138555;798;5580;41873;112;741689;9;0;0;0;0;;frf;
1995032;1;ME;19950809;19951009;29;41;34;33;5;24;23;5-24-29-33-34-41;;1;2664655;2;646855;384;12310;26679;191;606723;12;0;0;0;0;;frf;
1995031;2;SA;19950805;19951004;43;1;18;14;24;21;6;1-14-18-21-24-43;;0;0;16;50245;415;6650;24035;146;452186;15;0;0;0;0;;frf;
1995031;1;SA;19950805;19951004;43;12;41;27;11;20;47;11-12-20-27-41-43;;0;0;3;266705;286;9865;19576;186;418525;17;0;0;0;0;;frf;
1995031;2;ME;19950802;19951002;42;35;10;3;6;2;22;2-3-6-10-35-42;;2;2966400;19;66750;614;7165;38989;120;760640;8;0;0;0;0;;frf;
1995031;1;ME;19950802;19951002;26;17;4;8;12;16;36;4-8-12-16-17-26;;10;266200;20;69095;1657;2935;75828;67;1078990;6;0;0;0;0;;frf;
1995030;2;SA;19950729;19950927;35;37;31;39;19;7;4;7-19-31-35-37-39;;2;8800170;8;102045;459;6165;24740;145;440804;16;0;0;0;0;;frf;
1995030;1;SA;19950729;19950927;30;21;42;37;34;2;26;2-21-30-34-37-42;;1;8783485;6;138795;337;8585;17222;216;348842;21;0;0;0;0;;frf;
1995030;2;ME;19950726;19950925;39;48;34;19;23;7;9;7-19-23-34-39-48;;3;2016605;20;64690;819;5535;41242;115;765502;9;0;0;0;0;;frf;
1995030;1;ME;19950726;19950925;2;26;38;46;16;39;10;2-16-26-38-39-46;;2;1356430;6;226810;447;10795;27530;189;602301;12;0;0;0;0;;frf;
1995029;2;SA;19950722;19950920;30;10;20;31;3;4;45;3-4-10-20-30-31;;3;5884700;9;91360;666;4305;29873;121;488094;14;0;0;0;0;;frf;
1995029;1;SA;19950722;19950920;20;21;44;46;5;7;23;5-7-20-21-44-46;;1;8807060;14;60825;440;6650;26367;141;509147;14;0;0;0;0;;frf;
1995029;2;ME;19950719;19950918;47;35;49;33;13;12;45;12-13-33-35-47-49;;2;3060805;18;72710;722;6320;41121;117;804725;8;0;0;0;0;;frf;
